N,P,K,temperature,humidity,ph,rainfall,label
11,52,9,28.444176,44.750586,6.89934,28.043079,mothbeans
85,38,45,22.501215,78.177838,6.233885,202.128447,rice
26,16,23,24.857432,95.634659,6.3609,186.493095,coconut
18,31,29,34.728392,52.449536,4.982148,97.152035,mango
19,127,175,26.729681,83.361655,6.169433,72.651508,grapes
24,20,41,23.718698,84.210133,5.830417,123.031885,pomegranate
20,51,15,18.888278,22.716316,5.971657,122.490341,kidneybeans
25,130,192,23.28098,83.042479,6.504994,71.486311,grapes
75,43,41,23.386439,75.709262,6.706828,212.55718,jute
68,45,57,22.181735,78.974597,6.472747,199.336166,rice
98,39,24,25.640474,77.050582,7.452973,86.504755,cotton
13,36,26,30.117839,87.421042,6.958235,33.06549,mungbean
25,69,22,28.675497,68.121421,7.015074,53.301116,blackgram
25,78,24,19.431846,18.207335,5.508203,95.293883,kidneybeans
104,66,44,26.25533,77.729518,6.163042,212.786324,rice
23,125,185,25.188621,81.094894,6.528894,52.593728,grapes
19,141,195,23.546673,93.857549,5.998947,108.498335,apple
18,19,51,22.308399,89.228638,5.878073,93.641468,pomegranate
24,50,21,27.361817,50.414459,6.000241,135.363568,pigeonpeas
58,43,22,21.277598,76.136018,6.123765,74.241772,maize
95,42,20,21.231457,73.180563,6.28468,107.93143,maize
18,131,195,21.477898,89.968052,5.3997,118.138146,apple
26,76,16,26.407775,51.081585,5.629546,111.345939,pigeonpeas
8,20,28,28.289716,95.067521,6.039899,196.587721,coconut
22,83,11,26.266097,62.285313,5.011502,139.18948,pigeonpeas
44,36,51,31.792234,93.544346,6.614912,149.087319,papaya
45,61,42,31.927428,93.534436,6.498965,112.696048,papaya
22,64,82,17.019609,18.172183,7.506471,77.783295,chickpea
20,14,9,23.261922,93.885548,6.924919,109.500985,orange
85,46,45,27.452342,77.673808,6.060062,224.755376,rice
18,18,8,24.762816,94.006116,6.70601,116.811498,orange
17,69,17,24.120082,57.263519,6.446632,73.502935,lentil
21,25,39,30.990542,37.262625,6.446349,97.13171,mango
103,75,49,29.476025,86.733889,6.145202,117.997825,banana
89,80,52,27.516425,79.482137,6.011918,74.376482,banana
83,63,38,26.071626,83.02004,6.514486,205.510615,jute
20,133,199,23.34832,78.672319,5.456012,82.412387,grapes
43,49,35,34.184497,90.710645,6.840437,157.780259,papaya
31,129,205,23.790262,93.249484,6.022583,111.005283,apple
35,130,205,21.492173,87.113955,5.932395,83.35597,grapes
98,12,46,25.8694,84.597944,6.910824,56.748544,watermelon
126,38,12,25.082384,79.651968,6.83948,71.469939,cotton
28,62,18,19.975618,23.420552,5.979161,131.829518,kidneybeans
93,7,61,26.553112,84.248692,6.479218,36.605668,watermelon
30,74,17,27.35317,31.414007,5.286815,153.229481,pigeonpeas
14,62,20,28.683605,53.385387,6.57912,43.338623,lentil
111,20,45,29.314006,93.19152,5.652107,25.783931,muskmelon
79,61,65,29.12814,77.249836,6.105716,99.59809,banana
19,78,13,24.757293,68.819998,7.647441,43.791611,lentil
20,132,193,22.043379,90.126578,6.379433,126.193421,apple
20,66,23,18.532469,24.66415,5.706247,112.726466,kidneybeans
11,34,34,30.857526,57.282051,5.608112,119.843972,mango
74,50,8,21.001597,64.213283,6.396659,104.798094,maize
17,12,13,22.090784,94.015705,7.697641,120.434603,orange
22,28,32,27.137197,48.742715,5.701372,95.74766,mango
23,8,24,29.449773,93.004116,5.22062,171.340982,coconut
94,52,39,24.383512,79.413708,6.216256,228.790238,rice
17,7,10,22.167283,92.215346,7.290849,107.590078,orange
102,36,35,28.100067,70.961662,6.730255,126.670216,coffee
140,50,26,23.838161,74.549358,7.310878,75.667788,cotton
20,66,21,28.08293,40.977792,4.735633,137.710978,pigeonpeas
41,77,10,26.543076,49.353973,7.090103,70.900692,blackgram
97,10,42,28.664276,91.951466,6.256286,20.2,muskmelon
17,66,23,24.857828,84.597374,6.700648,56.227077,mungbean
121,24,37,23.384133,73.795319,7.04257,138.538515,coffee
95,50,28,23.661968,79.87897,6.535041,298.6,rice
113,18,46,27.748931,92.592829,6.373196,26.135313,muskmelon
37,72,50,38.841465,92.24543,6.605259,149.561906,papaya
72,47,53,35.058349,92.68617,7.315207,131.454374,papaya
25,57,23,27.304665,91.056097,6.865909,46.300217,mungbean
21,133,189,22.430658,75.430664,5.907826,68.526214,grapes
21,19,40,32.288866,67.851752,5.725109,105.045356,mango
15,67,24,32.141088,89.923332,7.18098,53.1866,mungbean
51,74,68,18.251133,17.130556,7.599164,84.160654,chickpea
84,50,28,20.087843,68.965455,6.647462,95.156206,maize
20,30,25,31.787838,39.589903,6.177754,73.026803,mango
11,11,38,19.486519,86.703553,7.12223,138.366414,pomegranate
20,25,23,30.000353,95.702646,5.692813,186.650531,coconut
12,35,32,34.083757,55.34935,6.589631,108.779228,mango
87,48,18,25.986934,58.968283,6.806549,113.423407,maize
20,18,32,25.692867,95.86217,5.217063,191.056874,coconut
19,46,27,30.32403,45.45385,6.606319,50.053155,mothbeans
115,74,41,28.110676,80.340245,5.048402,84.905472,banana
11,18,22,31.366747,94.708578,5.668348,201.575063,coconut
66,58,36,24.348333,86.717189,6.439733,250.430277,rice
13,67,26,26.446897,55.052029,5.928988,161.546173,pigeonpeas
113,31,33,24.99728,50.142464,6.55727,172.500271,coffee
49,75,90,15.256121,17.740483,7.505234,61.689314,chickpea
21,21,31,27.863082,95.720395,6.103618,177.548423,coconut
27,84,17,27.954382,55.89349,5.253918,162.32595,pigeonpeas
67,39,43,32.168623,92.204759,7.074461,152.70778,papaya
104,15,48,31.738673,91.446801,5.993735,20.2,muskmelon
27,49,22,28.528299,85.642264,7.018681,41.734421,mungbean
108,48,42,21.905491,73.843071,5.735392,281.88651,rice
105,31,33,25.735441,62.51238,7.017145,150.244821,coffee
46,65,18,29.137867,72.689388,7.562988,79.301292,blackgram
13,23,49,20.938807,87.801032,6.098054,124.567514,pomegranate
23,130,204,19.922553,94.478544,5.546891,107.274245,apple
94,11,54,25.798949,83.493369,6.525481,52.679418,watermelon
34,67,79,17.56168,16.094408,6.579577,92.442123,chickpea
110,12,59,26.942019,86.610041,6.26325,52.285479,watermelon
92,73,50,25.808022,79.463784,6.54573,127.734149,banana
92,23,26,30.280445,50.434792,6.341287,142.717094,coffee
96,21,36,27.330545,64.462342,7.516713,174.000429,coffee
14,82,15,21.244115,22.860283,6.261348,125.229261,kidneybeans
22,44,22,27.070127,45.883683,7.17495,51.19243,mothbeans
95,20,49,24.588404,84.451033,5.750704,47.489757,watermelon
36,63,24,28.873063,63.639321,6.506117,78.547138,blackgram
119,78,45,27.883604,79.047018,5.788401,132.380601,banana
97,36,19,26.796887,81.207844,6.531179,73.634983,cotton
21,74,22,22.862908,17.824485,5.612782,114.265771,kidneybeans
67,73,17,16.982627,53.479593,5.815013,102.686398,maize
102,20,58,29.825821,95.332232,6.405878,25.666322,muskmelon
18,17,5,20.431173,94.171897,6.337744,107.29851,orange
17,14,52,18.666235,96.50676,6.837919,98.323104,pomegranate
117,42,26,20.149318,73.078537,5.595179,32.179154,maize
98,20,57,28.137593,88.473319,6.138503,24.728661,muskmelon
19,128,197,24.455032,82.695492,5.673675,59.243959,grapes
56,51,54,33.351012,91.609866,6.275104,128.615119,papaya
93,18,57,27.307078,91.678057,6.439606,24.723408,muskmelon
14,17,8,20.00984,91.302806,7.09698,110.924804,orange
113,21,46,28.878396,92.075747,6.724366,20.47877,muskmelon
77,34,39,23.44601,82.478488,6.611775,183.161829,jute
29,113,197,23.771325,83.314174,6.20012,74.16356,grapes
69,63,45,22.023147,79.222622,6.598544,157.203214,jute
71,41,38,25.979447,80.656116,6.579674,199.209528,jute
129,31,28,22.379243,56.974379,6.769128,146.872865,coffee
110,39,19,24.072509,77.309078,7.677434,67.208427,cotton
19,21,36,20.807212,98.906219,6.168755,100.555475,pomegranate
125,45,21,30.113285,78.536144,6.785167,81.485722,cotton
11,59,18,20.688448,17.467147,5.551797,109.826439,kidneybeans
17,14,8,23.488491,95.219048,6.956553,122.019065,orange
100,27,23,21.009309,55.693077,6.870146,171.466665,coffee
30,73,16,21.819176,19.722968,5.826462,97.961574,kidneybeans
31,121,205,27.388622,83.100509,5.87285,68.045776,grapes
22,127,205,24.162239,81.689329,5.956395,73.632996,grapes
27,63,84,21.804696,17.178535,7.162723,82.285323,chickpea
23,27,45,27.691103,55.03286,5.405182,74.607012,mango
21,11,32,22.756083,92.535117,6.771236,128.698449,pomegranate
42,69,48,34.832186,91.086579,6.827971,136.274069,papaya
21,77,21,17.85491,23.246652,5.619403,114.997282,kidneybeans
72,30,28,26.004718,60.187804,6.270055,176.581963,coffee
14,21,42,22.764375,95.051719,6.189378,106.123548,pomegranate
27,50,26,26.359617,91.427843,6.192001,42.290455,mungbean
42,66,62,29.932694,93.899877,6.803281,120.544473,papaya
27,71,19,22.245956,21.714714,5.421291,100.882811,kidneybeans
22,55,15,28.998812,56.3111,6.894664,46.539359,mothbeans
29,12,32,26.474741,93.194557,6.242584,162.461296,coconut
27,64,16,20.119057,62.257913,7.512134,52.249073,lentil
15,14,38,23.587936,90.273592,6.108416,102.84666,pomegranate
19,31,38,25.237216,59.322004,5.139103,64.74675,mango
18,72,15,25.51514,73.553436,6.550804,30.344927,lentil
44,70,18,27.760313,69.361149,6.858843,47.777344,blackgram
113,73,58,26.394262,77.209937,5.389771,103.649152,banana
98,5,53,28.838018,80.476975,6.896771,52.839439,watermelon
109,73,47,23.506949,81.6,5.814093,98.72645,banana
111,15,57,24.616622,89.16811,7.007486,55.267036,watermelon
22,16,9,24.909879,92.634947,6.661441,112.309128,orange
78,64,17,22.633012,67.421084,6.221906,65.213292,maize
16,87,15,24.602312,52.417588,7.366848,54.385788,lentil
116,81,62,30.272736,82.498393,5.689757,95.037688,banana
17,72,21,23.074492,23.203887,6.04181,95.96681,kidneybeans
36,63,43,34.370417,88.74877,6.537799,141.624475,papaya
28,40,16,28.488091,91.384139,6.023731,37.771359,mungbean
24,27,24,25.735859,94.117391,5.238196,173.289979,coconut
108,45,22,22.901438,75.835223,6.940643,66.616893,cotton
20,22,53,21.840312,92.153351,6.472118,88.187585,pomegranate
49,55,47,30.981305,96.193777,5.953421,153.642492,papaya
50,48,14,28.393747,62.619492,6.010436,87.21148,maize
89,36,13,22.317981,82.048369,7.361268,50.100202,cotton
38,135,184,21.14242,92.899344,6.419155,105.955247,apple
16,140,205,22.587806,81.448596,5.915328,52.154671,grapes
98,23,41,25.003495,54.998887,6.605112,153.174197,coffee
80,27,25,27.209653,72.385954,5.880257,139.659513,coffee
118,21,56,26.272127,87.595504,6.617314,44.791128,watermelon
84,50,40,27.2923,76.193703,6.194451,163.128789,jute
53,74,32,27.003718,73.73607,6.838212,78.92778,blackgram
24,23,34,33.689234,50.023759,5.765465,88.361478,mango
121,38,15,28.821128,76.516644,7.182427,60.728167,cotton
73,28,45,23.264638,84.84646,6.508183,255.63097,rice
22,23,12,24.071338,90.819975,7.494173,75.618698,orange
19,130,201,22.479727,81.109729,5.866516,63.824657,grapes
43,55,15,27.655794,61.322861,7.58802,67.046397,blackgram
32,41,22,25.724263,82.831244,6.78424,49.014062,mungbean
110,23,38,23.368067,81.159643,6.662739,50.138341,watermelon
66,45,20,18.920226,67.630099,7.305262,95.998575,maize
25,53,8,20.638915,61.951264,7.17333,57.147184,lentil
19,66,28,20.013046,20.659411,6.264184,134.633268,kidneybeans
17,115,205,23.301862,81.514805,5.815757,89.520944,grapes
54,45,37,26.310958,83.329256,6.169291,298.6,rice
16,23,12,23.227968,90.436363,7.027283,116.820404,orange
49,67,106,18.673667,14.3,7.08293,77.092608,chickpea
27,143,205,20.139129,84.730793,5.704002,57.802233,grapes
96,8,39,26.533623,92.318454,6.235231,32.397685,muskmelon
17,132,203,20.871139,90.914086,6.333303,111.590228,apple
16,69,16,27.920198,66.240568,7.531775,38.795372,lentil
16,38,36,27.242957,52.325647,6.559583,47.359519,mothbeans
27,51,21,29.976373,49.997022,6.505053,27.51528,mothbeans
94,54,19,22.217492,68.523798,6.150555,87.693606,maize
25,60,82,19.697936,15.478482,7.043407,73.201274,chickpea
32,17,40,22.443134,92.782698,5.951833,87.013275,pomegranate
87,27,51,23.284592,85.509354,6.407686,44.891817,watermelon
19,14,12,20.424739,95.813718,7.212809,112.34528,orange
21,44,13,24.61712,40.409693,6.996654,54.652953,mothbeans
85,40,22,22.410561,59.494797,7.036286,73.075111,maize
9,81,23,33.493925,55.314793,6.96002,133.034943,pigeonpeas
16,25,37,22.713486,91.10011,6.052831,113.485291,pomegranate
17,60,23,25.945092,49.442965,5.317731,85.830592,pigeonpeas
26,126,205,24.981179,79.637106,5.636777,58.313655,grapes
36,40,18,25.432108,58.905072,6.897421,39.796151,mothbeans
11,85,11,20.072325,25.312314,5.293327,116.900589,kidneybeans
16,60,10,24.368249,58.881032,6.605827,78.201115,mothbeans
90,41,43,24.385367,78.5657,7.17482,158.624118,jute
29,141,170,22.955396,93.570491,5.810615,93.642676,apple
121,59,26,22.715293,77.413505,6.752447,85.335184,cotton
16,64,19,27.630709,66.795608,6.854211,60.391595,lentil
117,24,35,24.343388,56.849155,6.981105,173.995481,coffee
119,63,52,29.44327,79.2735,6.082182,91.135109,banana
31,121,192,26.940183,84.058798,6.552545,72.556656,grapes
21,41,17,30.083719,88.37367,6.302229,47.089543,mungbean
47,60,52,32.522875,97.148933,6.646321,134.774002,papaya
69,37,23,26.275383,63.799555,5.90916,92.738763,maize
112,19,29,27.210262,50.659239,6.871772,170.824717,coffee
81,12,56,22.576412,83.845664,6.181205,63.25041,watermelon
26,75,18,25.557416,55.674951,5.347966,146.683369,pigeonpeas
32,68,24,30.397,67.280436,7.899735,74.88491,blackgram
24,57,23,26.674378,84.261401,6.684843,45.026971,mungbean
60,58,96,17.020077,15.789967,7.72806,78.863536,chickpea
37,64,16,30.694445,52.354449,5.331037,166.092811,pigeonpeas
72,39,42,25.600848,88.748567,6.732134,257.328799,rice
94,32,19,29.387407,60.437538,6.611604,154.174128,coffee
106,27,29,27.126224,52.76122,7.533773,147.258329,coffee
63,39,29,16.659956,68.375366,5.515099,108.375237,maize
22,12,12,21.129105,93.155178,7.456314,106.237182,orange
98,17,56,28.140775,94.849306,6.472912,20.2,muskmelon
23,144,183,25.231644,93.549636,5.015929,125.081219,apple
36,64,47,36.267676,92.523469,7.250493,120.356274,papaya
44,90,22,37.039145,66.488755,7.011202,55.154772,blackgram
79,13,49,21.251437,84.822761,6.382897,57.309657,watermelon
44,63,84,20.278713,15.667557,7.753508,93.893231,chickpea
21,14,9,25.762517,89.637018,7.450557,126.600499,orange
15,25,41,27.713519,89.856799,5.807542,145.407544,pomegranate
60,62,41,30.98341,91.633164,6.817831,125.417915,papaya
19,127,199,19.969123,92.74884,5.697179,110.160067,apple
34,57,27,21.543125,18.264099,4.91495,99.30249,kidneybeans
25,77,18,19.751291,18.84394,5.824523,87.403713,kidneybeans
84,16,47,29.184084,82.240679,6.454565,60.130666,watermelon
86,51,43,23.673492,84.925111,6.410961,176.814716,jute
18,24,26,36.502484,48.341812,5.711708,82.520621,mango
17,20,52,23.504359,93.317625,6.576665,75.352426,pomegranate
54,67,12,26.023776,83.103967,7.00835,57.977854,blackgram
114,54,19,28.357786,81.0007,6.528914,76.284384,cotton
25,49,23,22.348707,27.769631,5.522782,90.150315,kidneybeans
13,16,32,30.882767,92.296155,6.248836,178.302589,coconut
84,48,48,25.350833,75.863543,6.304421,244.399059,rice
14,65,24,21.456491,65.49979,6.709378,32.391758,lentil
70,40,17,24.169643,67.249531,6.504569,118.23417,maize
39,68,91,22.999911,16.497074,7.278042,92.763469,chickpea
93,16,48,23.255092,92.473522,6.599245,20.684064,muskmelon
15,17,5,21.750383,89.549686,7.231625,116.62728,orange
11,14,30,21.946124,89.659439,6.037239,107.825044,pomegranate
53,83,72,22.930696,17.766081,7.722423,83.93842,chickpea
22,50,23,25.73221,65.676573,7.136298,38.741119,lentil
103,58,21,23.285581,69.779201,6.484492,76.236464,maize
20,66,14,17.447056,19.045781,6.282329,107.470954,kidneybeans
10,33,29,28.697093,96.099163,5.681265,178.539789,coconut
108,13,45,27.786016,93.356072,6.346488,32.02523,muskmelon
78,19,44,25.194845,86.423069,5.746807,52.729896,watermelon
20,50,21,26.390024,64.368338,7.280994,41.252597,mothbeans
93,46,17,26.164844,70.609382,7.014198,87.408324,maize
70,62,21,29.763413,71.960542,5.840796,111.804151,maize
32,42,16,26.879257,68.480314,6.091886,51.034319,mothbeans
30,64,95,16.561403,17.405964,8.129633,34.707318,chickpea
54,51,19,27.37802,66.572121,7.054462,58.781918,blackgram
67,53,44,27.071344,85.996439,6.096556,173.772101,jute
58,56,50,39.454187,91.790755,6.823711,156.664365,papaya
24,81,23,21.12851,23.048064,5.355565,105.073913,kidneybeans
103,12,56,29.16719,91.126611,7.124622,20.2,muskmelon
17,12,7,29.108433,89.734822,6.695886,114.688602,orange
27,68,18,30.600983,60.503175,6.745284,85.932971,blackgram
15,64,34,22.997184,64.815815,6.92546,52.448944,lentil
59,60,17,22.681811,67.558255,6.619245,86.730707,maize
22,56,16,24.507688,54.066977,6.727548,36.506305,mothbeans
16,14,27,23.182263,87.236146,6.436822,79.422221,pomegranate
21,48,16,28.598656,43.77442,7.036315,64.292868,mothbeans
94,18,41,24.51188,80.972353,5.946193,61.514759,watermelon
87,15,47,25.901587,81.953947,6.613564,59.169912,watermelon
12,47,16,29.668628,91.9652,6.585962,54.371708,mungbean
103,39,48,24.920741,82.187922,6.625188,276.669136,rice
100,20,50,29.70218,93.101475,6.658319,20.2,muskmelon
16,62,20,28.253187,44.319921,5.888875,152.957839,pigeonpeas
76,51,32,23.934655,84.4914,6.20515,292.303874,rice
101,31,29,26.892574,53.562724,6.718747,188.418903,coffee
30,50,21,27.042651,57.481862,8.207327,49.577637,mothbeans
38,63,81,19.818218,16.604236,7.740384,83.144891,chickpea
101,69,61,26.289439,76.944957,6.349115,114.542616,banana
26,38,22,30.647224,47.230257,5.992057,56.719644,mothbeans
42,85,79,19.07513,15.253825,7.407651,72.138674,chickpea
17,73,19,25.669876,66.664344,6.780472,41.838741,lentil
93,10,49,22.050307,83.796784,5.937312,49.364184,watermelon
28,39,26,31.463197,49.06633,5.592545,104.728504,mango
72,38,43,26.466769,81.075443,6.773035,212.616808,jute
53,83,56,33.469585,87.539755,6.734018,169.264211,papaya
4,68,12,24.502775,82.416111,6.893373,61.990618,lentil
49,66,43,31.753532,89.744985,6.626156,158.273209,papaya
98,24,61,25.498484,82.789697,6.612539,42.225576,watermelon
39,52,90,17.370577,15.213496,7.749645,89.236567,chickpea
19,39,29,31.938081,84.367128,6.967536,38.086656,mungbean
90,8,61,30.098425,88.177189,6.814802,24.807364,muskmelon
25,63,23,22.135323,21.223637,5.939518,112.352986,kidneybeans
18,55,15,28.892482,86.472367,6.540049,33.368586,mungbean
25,51,49,35.340291,91.03413,6.331857,140.666922,papaya
21,69,11,27.21211,50.93751,6.351939,95.719647,pigeonpeas
29,57,20,27.217368,32.54917,7.417376,20.2,mothbeans
95,25,33,24.64849,69.29705,6.896195,135.510288,coffee
21,59,26,29.4928,81.950682,6.710482,37.851923,mungbean
94,15,51,28.210063,84.183993,6.497175,54.484976,watermelon
21,142,189,20.761221,84.019516,6.188063,69.306483,grapes
29,83,90,20.920144,21.132797,7.185598,98.584195,chickpea
116,15,41,24.975266,83.985912,6.240851,44.667881,watermelon
27,31,37,30.293752,49.291263,6.117084,98.440646,mango
14,18,11,26.090862,91.571112,6.914492,102.307508,orange
16,10,16,21.92085,92.651576,7.248952,113.725479,orange
79,55,53,24.148185,84.456667,5.58475,228.350683,rice
72,53,36,21.687965,84.581504,6.094696,283.795599,rice
24,138,188,22.626235,81.842633,5.98537,73.553073,grapes
86,50,29,21.895804,63.615425,5.875361,102.991083,maize
25,45,18,31.294134,65.695049,7.058473,50.161193,mothbeans
27,58,26,24.283247,68.372292,6.393897,47.510638,lentil
123,60,5,22.159266,78.527429,7.205675,86.139855,cotton
72,54,24,24.000788,76.310985,6.499288,257.389953,rice
14,127,205,23.977425,95.961488,5.565462,94.912776,apple
23,10,8,21.322133,88.076954,7.521171,105.153593,orange
27,142,190,25.931256,82.733947,5.891006,60.634145,grapes
5,51,19,24.969303,32.485068,6.35295,118.682053,pigeonpeas
25,23,33,24.83717,96.859134,5.998111,167.116354,coconut
102,16,27,25.660737,66.238933,6.283933,168.537825,coffee
19,17,9,19.743124,91.867029,6.856347,121.344954,orange
17,9,8,23.960801,92.355875,6.823529,111.705435,orange
24,80,12,21.064498,18.823726,5.938891,122.907109,kidneybeans
111,47,27,25.889218,84.408855,6.885873,48.683437,cotton
116,31,47,28.213651,83.476194,7.021934,49.53336,watermelon
104,82,50,29.756506,79.420392,6.406375,121.126068,banana
84,81,42,33.286097,80.519141,6.50434,120.693944,banana
125,19,38,31.124181,92.234251,6.448996,38.121004,muskmelon
12,16,7,23.850775,93.172575,7.251231,111.012158,orange
16,136,204,24.004915,82.033656,6.160109,84.516739,grapes
24,68,14,27.358719,84.869012,6.799819,27.783989,mungbean
30,75,17,21.838312,18.913961,5.885283,110.063305,kidneybeans
26,137,194,20.935206,83.676342,5.954022,69.525192,grapes
76,62,35,24.066684,83.245001,6.708346,288.568113,rice
86,41,31,25.283325,84.744206,6.419234,232.226392,rice
40,59,59,34.903769,93.209883,6.973366,123.011685,papaya
14,39,23,31.129295,49.836131,6.640881,34.567209,mothbeans
35,55,16,27.01668,65.035724,7.427946,58.825494,blackgram
94,40,36,21.694941,78.828509,6.235249,237.776553,rice
30,26,18,28.062267,77.430645,6.153991,64.210228,mungbean
16,75,18,19.00664,20.606075,5.445855,145.245409,kidneybeans
54,69,11,28.415248,63.744062,6.814843,49.406566,blackgram
13,39,15,30.860256,86.925011,6.667633,47.248221,mungbean
92,49,44,22.516857,81.430482,6.054404,198.660359,rice
23,62,28,27.15036,60.416033,7.039969,68.409544,lentil
86,75,38,30.238911,79.636572,6.671899,88.714443,banana
22,68,23,19.837055,24.52745,5.776254,98.297244,kidneybeans
96,34,35,20.885072,78.240481,6.318782,234.371154,rice
42,57,56,29.48999,94.248715,6.53021,133.905301,papaya
59,50,13,25.633176,69.902191,5.849004,84.563623,maize
11,77,18,18.718918,27.865328,6.060911,100.910576,kidneybeans
98,75,56,28.194093,79.340208,5.428438,91.462778,banana
45,56,97,21.275769,16.80031,7.734315,79.616385,chickpea
62,49,79,21.018554,19.590518,7.500338,65.901453,chickpea
22,37,32,33.582941,58.876004,5.517956,65.050806,mango
123,25,45,28.544155,92.5367,6.784245,20.2,muskmelon
99,21,43,21.204478,86.185932,5.819544,42.658467,watermelon
46,84,16,27.40447,66.145393,8.14133,73.739803,blackgram
133,87,43,30.177329,78.85165,5.370804,120.074807,banana
105,57,32,27.850908,82.212453,7.018674,181.424455,jute
109,23,28,26.361112,58.033329,5.942413,158.455051,coffee
20,21,32,26.943278,96.19685,5.66562,202.526601,coconut
111,36,22,24.113349,77.636947,6.908236,85.095877,cotton
31,48,11,28.656253,37.084326,7.191795,54.11405,mothbeans
49,71,75,18.851451,19.75941,7.113876,87.145367,chickpea
21,40,10,29.240424,88.049299,7.341736,61.996447,mungbean
51,67,53,34.314548,91.74255,6.817263,170.99689,papaya
14,55,21,24.642563,60.808467,5.380461,70.078386,mothbeans
124,48,14,23.948047,80.495294,6.695003,83.572782,cotton
15,54,22,29.325998,90.746774,6.931191,39.505069,mungbean
105,18,55,27.732031,91.902862,6.639634,27.880222,muskmelon
109,96,61,28.340966,80.113977,5.706076,92.022491,banana
25,122,198,21.338273,96.766232,6.551358,126.363606,apple
73,37,33,24.738693,89.858901,6.51591,218.79014,rice
87,13,62,32.933606,90.797666,6.631631,20.2,muskmelon
69,49,35,21.059534,82.309473,6.591592,203.5681,rice
23,42,24,30.204937,82.933333,6.226778,50.290998,mungbean
121,10,65,25.512646,78.026764,6.551171,40.330782,watermelon
140,26,22,24.80477,83.586205,6.933604,36.422941,cotton
47,70,83,15.384206,19.794555,6.911337,80.007919,chickpea
99,14,49,22.539032,85.822627,6.319853,55.347044,watermelon
24,70,22,21.044005,24.37281,5.9213,117.454224,kidneybeans
114,17,61,27.756886,87.627776,7.301769,38.025634,watermelon
20,13,32,28.417527,92.960204,5.329414,177.833393,coconut
26,70,14,27.414791,77.062987,6.751288,53.707615,lentil
35,140,186,24.309596,79.299346,6.220232,67.573942,grapes
18,12,10,24.290204,97.216613,6.799939,98.229967,orange
81,46,18,27.110879,63.474541,5.578068,83.499461,maize
78,31,44,24.189933,73.730232,6.611922,228.212259,rice
75,63,12,24.027133,55.829237,6.13509,44.490669,maize
50,66,76,19.924547,14.3,7.257079,51.59578,chickpea
70,40,57,25.415319,78.057096,6.867113,227.933339,rice
23,37,19,30.270574,62.334737,6.59245,20.2,mothbeans
85,45,36,23.895352,79.877995,5.651683,156.470906,rice
92,13,50,27.667097,81.3315,6.255566,60.030448,watermelon
21,20,27,26.149785,93.654828,6.386466,179.088061,coconut
87,58,20,29.768618,52.435995,6.678351,71.885702,maize
93,38,24,17.374688,55.179137,5.923206,77.950606,maize
21,62,24,21.574298,59.055482,6.756702,38.970487,lentil
47,76,24,29.898934,66.777393,7.035727,74.141578,blackgram
84,38,13,23.897281,77.90969,6.155859,79.731143,maize
77,53,41,22.020556,81.48833,6.535399,257.650162,rice
69,54,43,27.014087,80.094871,6.926423,223.167115,jute
22,17,35,22.243414,99.488108,5.890121,172.427327,coconut
30,46,23,26.425528,65.502222,7.182939,75.575396,mothbeans
7,18,33,25.743395,97.216549,5.564551,199.385989,coconut
17,16,28,21.672203,89.303222,6.324394,96.924188,pomegranate
67,44,27,18.581155,84.518019,5.493143,80.829409,maize
52,76,89,19.373954,19.808372,7.75042,75.081579,chickpea
123,20,48,23.524824,88.896986,6.461076,62.365817,watermelon
17,69,26,25.223309,52.513072,5.657808,145.654735,pigeonpeas
111,15,42,24.035567,86.867478,6.577145,40.043495,watermelon
25,63,17,23.385874,85.936095,6.936951,33.958733,lentil
84,12,41,29.799149,93.083102,6.716599,33.923306,muskmelon
84,49,42,26.407745,81.238645,6.008495,198.466593,rice
94,39,36,27.549934,51.436412,6.94577,145.676815,coffee
19,47,20,23.530088,71.497236,7.325141,64.985401,lentil
52,60,23,32.706441,59.489307,7.691994,62.694714,blackgram
97,14,40,29.14799,92.175823,6.779956,22.733213,muskmelon
67,49,20,22.708706,81.706998,6.261149,80.500805,maize
20,77,20,27.84464,35.295444,6.499797,217.173042,pigeonpeas
41,50,32,28.006365,88.579871,6.731762,193.774649,rice
17,46,14,28.807512,67.673057,5.796272,55.604716,mothbeans
105,13,39,27.357385,93.638877,6.173275,20.2,muskmelon
101,15,65,25.861231,92.991241,7.339643,33.551657,muskmelon
18,125,187,22.997562,80.751548,5.890097,69.47976,grapes
23,20,18,18.2032,95.333752,6.399052,133.263889,pomegranate
106,15,44,23.155153,81.633177,6.573985,50.821836,watermelon
96,27,44,23.472575,82.731331,6.450514,205.565313,jute
137,46,22,26.625611,77.675763,6.634735,96.717349,cotton
120,56,12,24.240312,70.920044,6.483245,74.104553,cotton
39,64,19,30.381053,65.533183,7.645092,58.632343,blackgram
22,25,42,20.062127,92.16228,6.361296,106.130742,pomegranate
18,62,24,20.150777,19.199884,6.002715,95.877583,kidneybeans
43,52,77,14.859223,17.984511,6.698812,121.394901,chickpea
57,75,65,35.216988,92.247625,6.645651,143.799257,papaya
44,73,76,18.460285,20.280115,7.239491,77.985813,chickpea
111,17,55,30.667043,84.744147,7.316054,54.676799,watermelon
85,21,41,30.519925,91.519182,6.310533,25.441945,muskmelon
80,57,21,20.8064,64.53905,6.339497,77.895506,maize
111,33,28,26.808048,73.065135,6.813902,189.04622,coffee
